stock_symbol,company_name,abbreviation,sector_id,address,chairman,general_manager,spokesperson,spokesperson_title,founding_date,otc_listed_date,outstanding_common_shares,private_placement_common_shares,preferred_shares,common_stock_dividend_frequency,common_stock_dividend_decision_level,accounting_firm,accountant_1,accountant_2,website
5348,正能量智能股份有限公司,正能量智能,15,苗栗縣竹南鎮科中路31號3樓,胡湘麒,胡湘麒,石介璇,財會主管,1990-12-03,1998-04-29,14775917,7502717,0,每年,董事會,佳明聯合會計師事務所,蔡佳玲,周峻墩,https://www.emtgroup.com.tw/
5351,鈺創科技股份有限公司,鈺創,1,新竹市科學園區科技五路六號,盧超群,鄧茂松,蔡婷婷,處長,1991-02-01,1998-05-15,325595781,0,0,每年,股東會,資誠聯合會計師事務所,謝智政,徐聖忠,https://www.etron.com
5353,台林電通股份有限公司,台林,15,桃園市蘆竹區榮安路10號,陳俊廷,陳俊廷,陳建村,資深副總經理,1980-04-10,1998-05-18,75198000,0,0,每年,董事會,安永聯合會計師事務所,呂倩雯,張巧穎,www.tailyn.com.tw
5355,佳總興業股份有限公司,佳總,13,桃園市大林里興邦路39-4號,承安投資股份有限公司,蕭明陽,陳冠民,協理,1988-09-19,1998-06-23,166122792,19162620,0,每年,股東會,正風聯合會計師事務所,賴家裕,吳欣亮,www.gia-tzoong.com.tw
5356,協益電子股份有限公司,協益,12,臺北市中正區館前路49號3樓,林欽淼,王化立,王化立,總經理,1969-01-08,1998-07-20,103040000,0,0,每年,董事會,勤業眾信聯合會計師事務所,王攀發,彭以驊,http://www.sirtec.com.tw
5364,力麗觀光開發股份有限公司,力麗店,30,台北市中山區松江路162號3樓,楊竫如,無,何宜靜,會計經理,1990-01-24,1998-12-07,63849940,29750000,0,每年,董事會,安侯建業聯合會計師事務所,張淑瑩,韓沂璉,www.lealeahotel.com
5371,中強光電股份有限公司,中光電,2,新竹科學工業園區新竹市東區力行路11號,張威儀,林惠姿,溫慧萍,法人關係室特別助理,1992-06-30,1999-01-20,390981110,0,0,每年,董事會,安永聯合會計師事務所,郭紹彬,黃敏如,www.coretronic.com
5381,合正科技股份有限公司,合正,13,桃園市中壢區中壢工業區東園路38-1號,&#20931;俊光,謝炳輝,謝炳輝,總經理,1991-09-06,1999-03-19,243726837,91953433,0,每年,股東會,安永聯合會計師事務所,許新民,呂倩雯,www.uniplus.com.tw
5386,青雲國際科技股份有限公司,青雲,12,新北市中和區中正路716號6樓,柯聰源,呂仰鎧,呂仰鎧,總經理,1984-06-26,1999-05-13,31711299,500000,0,每年,董事會,眾智聯合會計師事務所,游佩靜,王智立,http://www.albatron.com.tw
5392,能率創新股份有限公司,能率,2,台北市復興北路101號10樓,董俊仁,胡湘麒,董俊毅,副董事長,1994-12-29,1999-06-14,168958990,0,0,每年,董事會,資誠聯合會計師事務所,馮敏娟,阮呂曼玉,www.avy.com.tw
5398,慕康生技醫藥股份有限公司,慕康生醫,33,新北市汐止區大同路一段239號16樓之1,沈國榮,沈國榮,蕭錦龍,副總,1978-06-22,1999-10-11,49465460,0,0,每年,股東會,安永聯合會計師事務所,黃靖雅,黃子評,http://www.mediera.com.tw
5403,中菲電腦股份有限公司,中菲,18,台北市內湖區行愛路151號8樓,莊斯威,張樹義,吳淑如,財務長,1981-11-21,1999-10-15,76221495,0,0,每年,董事會,安侯建業聯合會計師事務所,黃采&#32482;,黃柏淑,http://www.ddsc.com.tw
5410,國眾電腦股份有限公司,國眾,18,臺北市內湖區陽光街298號3樓,王超群,&#28201;健良,彭鴻欽,協理,1985-09-13,1999-11-26,91271123,0,0,每年,股東會,勤業眾信聯合會計師事務所,張至誼,徐文亞,www.leosys.com
5425,台灣半導體股份有限公司,台半,1,新北市新店區北新路3段205號11樓,王秀亭,王秀亭,吳志寬,法務部處長,1979-01-18,2000-02-21,263485486,0,0,每年,股東會,安侯建業聯合會計師事務所,郭仰倫,蕭佩如,www.taiwansemi.com
5426,振發實業股份有限公司,振發,12,新北市三重區光復路二段二十五號,蔡宗勳,蔡宗勳,黎正忠,協理,1972-07-17,2000-02-09,143800000,0,0,每年,股東會,安侯建業聯合會計師事務所,黃欣婷,池世欽,www.chengfwa.com.tw
5432,新門科技股份有限公司,新門,28,台北市內湖區行忠路42號6樓,陳政隆,陳政隆,李曉青,專案經理,1990-05-21,2000-03-21,20687804,0,0,每半會計年度,董事會,資誠聯合會計師事務所,文雅芳,林瑟凱,https://www.solomon-es.com.tw
5438,東友科技股份有限公司,東友,12,台北市內湖區南京東路六段503號12樓,黃育仁,和田幹二,李麗秋,營運副總,1997-09-08,2000-06-17,112536565,0,0,每年,董事會,資誠聯合會計師事務所,葉翠苗,林永智,http://www.tecoimage.com.tw/
5439,高技企業股份有限公司,高技,13,桃園市桃園區興邦路43巷3號,張景山,李泰輝,張秋雄,財務長,1988-01-29,2000-06-26,92975752,0,0,每年,股東會,勤業眾信聯合會計師事務所,徐文亞,王攀發,http://www.fht.com.tw
5443,均豪精密工業股份有限公司,均豪,2,新竹科學工業園區新竹縣創新一路5-1號4樓,陳政興,陳政興/梁又文(執行長),李素珍,特別助理,1978-12-22,1998-02-09,165136144,0,0,每年,董事會,資誠聯合會計師事務所,吳偉豪,江采燕,https://www.gpmcorp.com.tw/index.php
5450,南良國際股份有限公司,南良,33,台北市內湖區陽光街349號6樓,蕭登波,王凌霜,白景仁,財務副總經理,1989-08-11,2000-08-22,122403239,0,0,每年,股東會,勤業眾信聯合會計師事務所,張正修,黃秀椿,www.namliong-global.com
5452,佶優科技股份有限公司,佶優,14,新北市土城區自強街8號,馬康華,林日旺,楊淑玲,會計主管,1991-08-20,2000-10-02,148763669,0,0,每年,董事會,安侯建業聯合會計師事務所,江曉苓,連淑凌,www.unicgroup.com
5455,昇益開發股份有限公司,昇益,22,新竹市東區公道五路二段417號11樓,陳文熾,陳文熾,陳文熾,總經理,1991-07-06,2000-10-19,65501813,60000000,0,每年,股東會,致遠聯合會計師事務所,曾瑞燕,侯委&#26187;,www.signality.com.tw
5457,宣德科技股份有限公司,宣德,13,桃園市龜山區民生北路一段568號,蔡鎮隆,蔡鎮隆,徐嘉德,董事,1990-10-16,2000-09-29,174792500,0,0,每年,股東會,資誠聯合會計師事務所,林佳鴻,葉翠苗,www.speedtech.com.tw
5460,同協電子股份有限公司,同協,13,新北市新莊區民安路429巷1號,劉定泮,劉定泮,楊宗翰,管理部副理,1972-12-14,2000-09-28,58778130,0,0,每年,董事會,勤業眾信聯合會計師事務所,廖婉怡,謝建新,www.mustang-group.com
5464,霖宏科技股份有限公司,霖宏,13,嘉義縣民雄鄉福樂村中山路6號,張枋霖,張枋霖,張哲明,副總經理,1995-06-21,2000-11-08,71071490,0,0,每年,股東會,安永聯合會計師事務所,&#20931;清淵,羅文振,www.lhtech.com.tw
5465,富驊企業股份有限公司,富驊,12,台南市安南區安和路2段54巷225號,柯吉源,王駿東,王駿東,總經理,1984-07-23,2000-11-08,147682629,65463215,0,每年,股東會,勤業眾信聯合會計師事務所,王騰葦,李季珍,http://lfe-ww.com/zh-hant/
5468,凱鈺科技股份有限公司,凱鈺,1,新竹科學園區新竹市科技五路6號,胡炳南,胡炳昆,蔣秀雲,財務主管,1994-07-21,2001-01-17,35822909,12226903,0,每年,股東會,勤業眾信聯合會計師事務所,楊朝欽,吳長駿,www.tmtech.com.tw
5474,聰泰科技開發股份有限公司,聰泰,12,臺北市忠孝東路2段88號18樓,趙希政,林宏沛,林宏沛,總經理,1990-10-01,2001-03-20,39756944,0,0,每年,董事會,資誠聯合會計師事務所,林柏全,楊蕙慈,https://www.yuan.com.tw
5475,德宏工業股份有限公司,德宏,13,桃園市楊梅區楊湖路二段718號,劉暉麟,劉志浩,陳達,財務主管,1997-03-21,2001-01-16,127127017,5600000,0,每年,股東會,安永聯合會計師事務所,王瑄瑄,李育儒,http://www.glotechgf.com
5478,智冠科技股份有限公司,智冠,35,高雄市前鎮區擴建路1-16號13樓,王俊博,王俊博,鍾興博,集團財管中心總經理,1983-07-15,2001-03-29,156074332,0,0,每季,董事會,勤業眾信聯合會計師事務所,陳珍麗,吳秋燕,www.soft-world.com
5481,新華泰富股份有限公司,新華,33,台北市中山區長春路328號8樓之1,李文杰,林宗翰,許靜文,資深協理,1990-06-18,2001-04-27,71402891,0,0,每年,董事會,安侯建業聯合會計師事務所,鄒依芸,潘俊名,http://www.sinotact.com/
5483,中美矽晶製品股份有限公司,中美晶,1,新竹科學園區新竹市工業東二路八號四樓,徐秀蘭,陳振乾,李崇偉,企業發展副總經理,1981-01-21,2001-03-02,641221651,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,黃泳華,吳俊源,http://www.saswafer.com
5487,通泰積體電路股份有限公司,通泰,1,新北市中和區建一路166號6樓,福豐盛投資股份有限公司,郭榮邦,黃秀琴,稽核經理,1986-10-14,2001-02-20,24222516,0,0,每年,股東會,安永聯合會計師事務所,黃宇廷,&#20931;清淵,www.tontek.com.tw
5488,松普科技股份有限公司,松普,13,桃園市龜山區大華里頂湖五街三號,駱國呈,駱秀勇,李振陽,財務部經理,1983-05-21,2001-03-12,91586124,0,0,每年,股東會,霈昇聯合會計師事務所,王新元,邱奕志,http://www.sunfpu.com.tw
5489,彩富電子股份有限公司,彩富,14,台北市內湖區洲子街116號,陳春生,張建湘,林碧芳,業務管理部經理,1991-07-16,2001-03-12,102706441,0,0,每年,股東會,勤業眾信聯合會計師事務所,劉紋伶,陳培德,http://www.dynacolor.com.tw
5490,同亨科技股份有限公司,同亨,12,新竹縣科學園區工業東九路三十號四樓,張永銘,胡鉉宗,徐壬謙,資深經理,1997-04-08,2001-05-14,96152201,0,0,每年,董事會,安侯建業聯合會計師事務所,鄭安志,吳俊源,https://www.xac.com.tw
5493,三聯科技股份有限公司,三聯,14,台北市大安區復興南路一段390號5樓之3,林大鈞,林家慶,陳秀蕙,財務長兼發言人,1967-02-20,2001-05-03,43689255,0,0,每半會計年度,董事會,資誠聯合會計師事務所,郭加龍,蔡亦臺,www.sanlien.com
5498,凱崴電子股份有限公司,凱崴,13,桃園市桃園區大林里21鄰興邦路32號,周邦基,初從維,初從維,代理總經理,1997-02-27,2001-03-29,192448545,17335167,0,每年,股東會,勤業眾信聯合會計師事務所,李冠豪,馬偉峻,www.key-ware.com.tw
5508,永信建設開發股份有限公司,永信建,22,高雄市新興區六合路183號12樓,陳俊銘,陳俊銘,陳怡均,總經理室副理,1987-04-02,1998-05-13,217428133,0,0,每年,董事會,勤業眾信聯合會計師事務所,陳秀雯,吳長駿,www.ys-construction.com.tw
5511,德昌營造股份有限公司,德昌,22,台中市北區五常里五權路401-1號1樓,黃政勇,陳豐中,黃仲良,經理,1986-05-20,1998-12-09,113440000,0,0,每年,董事會,冠恆聯合會計師事務所,張進德,李玉芝,www.tccon.com.tw
5512,力麒建設股份有限公司,力麒,22,104台北市中山區吉林路99號8樓,郭濟綱,無,柯賢仁,協理,1992-07-30,1998-12-04,766312494,0,0,每年,董事會,安侯建業聯合會計師事務所,張淑瑩,潘俊名,www.rhd.com.tw
5514,三豐建設股份有限公司,三豐,22,台北市長安東路二段173號7樓,東台開發股份有限公司代表人:洪敏夫,藍麗華,石淑瑛,財務部協理,1988-01-21,1998-12-29,227036807,0,0,每年,股東會,安永聯合會計師事務所,張巧穎,王彥鈞,www.sunfon.com.tw
5516,雙喜營造股份有限公司,雙喜,22,新竹市民族路186號,邱宏章,邱宏章,邱宏章,董事長,1982-01-14,1999-03-23,51545223,0,0,每年,股東會,安侯建業聯合會計師事務所,高鈺倫,張淑瑩,http://www.sunsea.com.tw/
5520,力泰建設企業股份有限公司,力泰,22,台北市士林區延平北路七段七號,吳良材,吳良材,吳良材,總經理,1976-05-06,1999-10-27,59975245,0,0,每年,董事會,霈昇聯合會計師事務所,王新元,邱奕志,https://www.lihtai.com
5523,豐謙建設股份有限公司,豐謙,22,40360臺中市西區臺灣大道2段501號25樓之1,袁玉麒,劉瑞麟,陳瓊妃,財務經理,1984-04-30,1999-12-27,155001464,0,0,每年,董事會,資誠聯合會計師事務所,王玉娟,賴志維,http://www.fong-chien.com.tw/
5529,鉅陞國際開發股份有限公司,鉅陞,22,台北市中山區松江路122號2樓,褚學忠,褚學忠,楊曉暉,協理,1970-11-09,1996-01-12,101837481,42663292,0,每年,股東會,資誠聯合會計師事務所,王玉娟,洪淑華,https://mega-international.com.tw
5530,龍巖股份有限公司,龍巖,33,台北市南港區經貿二路195號16樓,KELLY LEE,王群中,梁建芸,公司治理主管,1987-03-27,2000-10-04,420084199,21000000,0,每年,董事會,安侯建業聯合會計師事務所,池世欽,曾國禓,www.lyls.com.tw
5536,聖暉工程科技股份有限公司,聖暉*,14,台中市西屯區文心路二段201號19樓之1,梁進利,賴銘崑&王俊盛,梁鈞幃,董事長特助,1979-02-19,2010-11-10,124080930,0,0,每半會計年度,董事會,安侯建業聯合會計師事務所,陳政學,呂倩慧,http://www.acter.com.tw
5543,桓鼎股份有限公司,桓鼎-KY,22,"Grand Cayman KY1-1208, Cayman Islands",莊宏偉,莊宏偉,莊宏偉,董事長兼總經理,2009-11-10,2016-05-09,45483593,5070515,0,每年,股東會,資誠聯合會計師事務所,吳建志,支秉鈞,www.buima.com.tw
5548,安倉營造股份有限公司,安倉,22,台北市中山區松江路223號6樓,張立雍,張立雍,吳東鵬,工務部協理,1975-11-17,2024-03-18,56456500,0,0,每年,董事會,安侯建業聯合會計師事務所,李慈慧,張肇文,http://www.ancang.com/
5601,臺聯貨櫃通運股份有限公司,台聯櫃,29,基隆市七堵區堵南里三合街二號,簡東捷,許哲雄,賴允昌,財務經理,1973-07-16,1994-11-24,64800000,0,0,每年,股東會,安永會計師事務所,楊弘斌,劉榮進,www.tactc.com.tw/
5603,陸海股份有限公司,陸海,29,新北市汐止區大同路2段171-1號12樓,何英津,何英津,胡玉惠,財務主管,1973-06-21,1997-01-25,104876607,0,0,每年,股東會,資誠聯合會計師事務所,黃金連,于智帆,www.sea-land.com.tw
5604,中連誠企業股份有限公司,中連,33,台中市西屯區工業區一路7號,蘇南州,江瑞萌,侯冠朱,副總經理,1954-08-09,1997-05-22,108782968,0,0,每年,董事會,維揚聯合會計師事務所,林惠芬,連毅昇,www.cltc.com.tw
5609,中菲行國際物流股份有限公司,中菲行,29,台北市114民權東路六段160號11樓,錢文莉,邱鈞榮,阮耀樟,對外投資關係副總裁,1985-08-02,2001-10-15,142884000,0,0,每年,董事會,安侯建業聯合會計師事務所,黃采絹,黃柏淑,http://www.dimerco.com
5701,劍湖山世界股份有限公司,劍湖山,30,雲林縣古坑鄉永光村大湖口六十七號,尤義賢,謝顯爵,謝顯爵,總經理,1986-08-07,1998-03-12,143000000,52517287,0,每年,股東會,國富浩華聯合會計師事務所,黃鈴雯,李國銘,http://www.janfusun.com.tw
5703,亞都麗緻大飯店股份有限公司,亞都麗緻,30,台北市中山區民權東路二段41號,周永銘,顏鎮國,蔡逸文,集團財務會計協理,1977-05-25,1999-06-15,70239594,0,0,每年,董事會,國富浩華聯合會計師事務所,陳桂美,邱繼盛,http://taipei.landishotelsresorts.com/chinese-trad
5704,知本老爺大酒店股份有限公司,老爺知,30,台東縣卑南鄉溫泉村龍泉路113巷23號,廖年祈,劉祖寧,盧炳宏,財務長,1992-11-29,1999-12-21,38861658,0,0,每年,董事會,資誠聯合會計師事務所,阮呂曼玉,林雅慧,http://www.hotelroyal.com.tw/chihpen/
5864,致和證券股份有限公司,致和證,21,台南市北區西門路三段十號,王文促,潘嬅蓁,王文促,董事長,1989-11-04,2018-04-02,420829234,0,0,每年,股東會,正風聯合會計師事務所,周銀來,曾國富,www.wintan.com.tw
5878,台名保險經紀人股份有限公司,台名,21,臺北市館前路49號11樓,李正之,黃俊憲,黃俊憲,總經理,2002-10-18,2014-10-28,25024303,0,0,每年,董事會,勤業眾信聯合會計師事務所,馬偉峻,徐文亞,http://www.tabc.com.tw
5902,德記洋行股份有限公司,德記,25,臺南市永康區中正路301號,黃瑞典,孫名通,許娟娟,協理,1987-02-05,1998-02-07,94500000,53948277,0,每年,股東會,資誠聯合會計師事務所,徐惠榆,葉芳婷,http://www.tait.com.tw?@?@
5903,全家便利商店股份有限公司,全家,25,台北市中山北路二段61號7樓,葉榮廷,薛東都,吳勝福,執行副總經理,1988-08-18,2002-02-25,223220000,0,0,每年,董事會,資誠聯合會計師事務所,蔡亦臺,張志安,www.family.com.tw
5904,寶雅國際股份有限公司,寶雅,25,台南市民族路三段74號,陳建造,陳宗成,沈鴻猷,財會處副總經理,1997-03-12,2002-09-06,104936216,0,0,每年,董事會,資誠聯合會計師事務所,徐惠榆,葉芳婷,www.poya.com.tw
5905,南仁湖育樂股份有限公司,南仁湖,30,高雄市苓雅區光華一路206號21樓之2,鍾嘉村,何曉光,何曉光,總經理,1989-11-21,2003-06-17,272154140,0,0,每年,董事會,資誠聯合會計師事務所,吳建志,王國華,http://www.nanrenhu.com.tw/
6015,宏遠證券股份有限公司,宏遠證,21,台北市信義路四段236號3至5樓及7樓,姜克勤,林禎民,廖宏彬,執行副總經理,1961-12-08,1996-07-25,391905682,0,0,每年,董事會,安永聯合會計師事務所,馬君廷,林世寰,http://www.honsec.com.tw
6016,康和綜合證券股份有限公司,康和證,21,臺北市基隆路1段176號B1、9樓部分、10樓部分、14樓部分、15樓,鄭大宇,陳志豪,康景泰,執行副總經理,1990-07-25,1996-12-04,624177735,0,0,每年,股東會,勤業眾信聯合會計師事務所,張正修,黃秀椿,www.concords.com.tw/Default.aspx
6020,大展證券股份有限公司,大展證,21,台北市大同區承德路一段17號17樓,李玉萍,李俊龍,曾煥祥,協理,1988-06-17,2003-01-23,252353154,0,0,每年,董事會,安永聯合會計師事務所,劉榮進,楊弘斌,www.tachan.com.tw
6021,美好證券股份有限公司,美好證,21,臺北市民生東路二段一七四、一七六號四樓,黃谷涵,莊達修,陳以白,副總經理,1988-07-07,2003-04-21,312580974,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,吳鈞麟,陳培德,www.goodfinance.com
6023,元大期貨股份有限公司,元大期貨,21,台北市中山區南京東路2段77號2樓(部分)、3樓、4樓、5樓,林添富,高毅瑞,袁良慧,資深副總經理,1997-04-09,2007-11-28,319976288,0,0,每年,股東會,資誠聯合會計師事務所,羅蕉森,郭柏如,http://www.yuantafutures.com.tw/
6026,福邦證券股份有限公司,福邦證,21,台北市忠孝西路1段6號5、6、7樓,黃炳鈞,陳松正,朱室澄,協理,1989-09-05,2016-01-27,396161841,0,0,每年,董事會,勤業眾信會計師事務所,謝建新,陳薔旬,www.gfortune.com.tw
6101,寬魚國際股份有限公司,寬魚國際,35,台北市大安區復興南路二段268號12樓,邱漢中,邱漢中,莊偉民,財務處處長,1989-10-26,2001-03-29,116422371,56595521,0,每年,董事會,資誠聯合會計師事務所,涂展源,邱昭賢,https://www.kwans.com.tw
6103,合邦電子股份有限公司,合邦,1,新竹巿科學工業園區園區二路11號8樓,柯拔希,林逸洲,林逸洲,總經理,1996-01-22,2001-05-07,13604891,12604493,0,每年,股東會,聯捷聯合會計師事務所,邱雲超,黃珮樺,http://www.avid.com.tw
6104,創惟科技股份有限公司,創惟,1,新北市新店區北新路三段205號13樓,王國肇,王國肇,汪立威,營運處副總經理,1997-04-02,2001-05-22,90945654,0,0,每年,董事會,安侯建業聯合會計師事務所,黃泳華,余聖河,www.genesyslogic.com
6109,亞元科技股份有限公司,亞元,15,台北市大安區基隆路四段43號研揚大樓7樓,莊永順,游偉煌,游偉煌,總經理,1990-04-06,2001-07-26,67825414,0,0,每年,董事會,大中國際聯合會計師事務所,林月霞,施文婉,www.atechoem.com
6111,大宇資訊股份有限公司,大宇資,35,台北市大安區敦化南路2段11巷8號7樓,&#20931;俊光,陳瑤恬,莊仁川,財務長暨副總經理,1998-08-03,2001-08-08,109111051,0,0,每年,股東會,安永聯合會計師事務所,呂倩雯,王慕凡,group.softstar.com.tw
6113,亞矽科技股份有限公司,亞矽,16,台北市內湖區洲子街58號7樓,蔡伯宜,蔡伯宜,黃純,公司治理主管,1986-04-04,2001-08-10,52549455,0,0,每年,董事會,安侯建業聯合會計師事務所,傅泓文,洪士剛,https://www.asec.com.tw
6114,久威國際股份有限公司,久威,13,台北市內湖區陽光街365巷39號3樓,湯慧芳,湯慧芳,張美娟,總經理室特助,1982-07-01,2001-09-27,43911937,9758207,0,每年,股東會,資誠聯合會計師事務所,李秀玲,徐明釧,http://www.juic.com.tw
6118,建達國際股份有限公司,建達,16,新北市新店區中正路531號5樓,王雪紅,陳文康,黃馴龍,執行副總,1995-11-01,2001-10-25,90889573,0,0,每年,股東會,勤業眾信聯合會計師事務所,曾建銘,徐文亞,https://www.xander.com.tw
6121,新普科技股份有限公司,新普,12,新竹縣湖口鄉八德路二段471號,宋福祥,宋福祥,魏靖文,副總,1992-04-16,2001-11-27,184970519,0,0,每半會計年度,董事會,勤業眾信聯合會計師事務所,方蘇立,林政治,www.simplo.com.tw
6122,擎邦國際科技工程股份有限公司,擎邦,11,台北市內湖區瑞光路210號5樓,洪健峰,張明燦,許錦碧,副總經理,1982-08-21,2000-07-14,78091632,0,0,每年,董事會,安侯建業聯合會計師事務所,唐嘉鍵,陳雅琳,www.kpec.com.tw
6123,上奇科技股份有限公司,上奇,18,台北市內湖區瑞光路76巷33號3樓,許承強,魏茂發,魏茂發,總經理,1991-07-27,2002-01-23,62089430,0,0,每季,董事會,安永聯合會計師事務所,許新民,余倩如,www.grandtech.com
6124,業強科技股份有限公司,業強,13,(115)臺北市南港區三重路１９-１３號７樓,王台光,王台光,鄭文豪,財會處協理,1994-12-23,2002-03-19,182479945,0,0,每年,股東會,安侯建業聯合會計師事務所,陳燕慧,吳俊源,https://cht.yctc.com.tw
6125,廣運機械工程股份有限公司,廣運,2,新北市瑞芳區頂坪路瑞芳工業區69號,謝明凱,柯智鈞,沈麗娟,總經理,1976-07-12,2002-01-23,259011150,0,0,每年,董事會,勤業眾信聯合會計師事務所,尤盟貴,李麗凰,http://www.kenmec.com
6126,信音企業股份有限公司,信音,13,新竹縣湖口鄉中正路二段209號,甘信男,彭朋煌,胡瑞珍,財務總處副總經理,1976-08-25,2002-01-18,127826906,0,0,每年,董事會,安永聯合會計師事務所,林政緯,張志銘,www.singatron.com.tw
6127,九豪精密陶瓷股份有限公司,九豪,13,桃園市平鎮區平東路一段160號,陳清金,陳雋廷,陳永倉,財務長,1991-12-02,2002-01-10,108079751,0,0,每年,股東會,勤業眾信聯合會計師事務所,徐文亞,王攀發,www.leatec.com
6129,普誠科技股份有限公司,普誠,1,新北市新店區寶橋路233-1號2樓,姜長安,李國維,胡玉珍,董事長室協理,1986-05-15,2001-12-25,180943675,0,0,每年,股東會,國富浩華聯合會計師事務所,吳孟達,潘金樹,http://www.princeton.com.tw
6130,上亞科技股份有限公司,上亞科技,19,臺北市松山區南京東路5段188號9樓之12,黃坤鍵,黃坤鍵,黃筱玲,財務長,1994-01-07,2002-03-26,44300000,9300000,0,每年,股東會,國富浩華聯合會計師事務所,王戊昌,陳桂美,https://www.singbao.com/
6134,萬旭電業股份有限公司,萬旭,13,新北市五股區工業區五工六路72號3樓,張程欽,張程欽,李秉哲,常務副總,1987-06-04,2002-01-08,79677507,5000000,0,每年,股東會,資誠聯合會計師事務所,林柏全,王菘澤,www.wanshih.com.tw
6138,茂達電子股份有限公司,茂達,1,新竹科學園區新竹市篤行一路6號,王志信,盛剛,王志信,董事長暨執行長,1997-10-24,2002-01-18,74657000,0,0,每年,董事會,資誠聯合會計師事務所,李典易,白淑蒨,https://www.anpec.com.tw
6140,訊達電腦股份有限公司,訊達電腦,18,台北市中山區建國北路二段147號2樓,一智投資股份有限公司,蘇文宗,潘薇馨,處經理,1982-11-08,2002-02-04,49907054,0,0,每年,股東會,安永聯合會計師事務所,楊智惠,林素雯,www.dimension.com.tw
6143,振曜科技股份有限公司,振曜,15,新竹縣竹北市博愛街945號,宗緒福,林潤生,黃子瑋,副總經理,1997-06-06,2002-01-28,87506897,0,0,每年,董事會,安侯建業聯合會計師事務所,黃海寧,鄭安志,www.netronixinc.com
6144,得利影視股份有限公司,得利影,35,台北市民權西路53號10樓,吳昭弘,楊愛麗,楊愛麗,總經理,1995-07-19,2002-01-23,38273701,21682128,0,每年,股東會,資誠聯合會計師事務所,王菘澤,楊蕙慈,www.deltamac.com.tw
6146,耕興股份有限公司,耕興,14,新北市汐止區新台五路一段一０六號六樓,黃文亮,黃文亮,潘鳳雯,財務部協理,1997-05-01,2002-01-23,101867199,0,0,每年,股東會,勤業眾信聯合會計師事務所,黃毅民,謝明忠,www.sporton.com.tw
6147,頎邦科技股份有限公司,頎邦,1,新竹市新竹科學園區力行五路三號,吳非艱,施政宏,羅世蔚,財務長,1997-07-02,2002-01-31,744675539,0,0,每年,董事會,資誠聯合會計師事務所,謝智政,王國華,www.chipbond.com.tw
6148,驊宏資通股份有限公司,驊宏資,18,台北市中正區北平東路30號5樓,廖文鐸,廖文鐸,高郁芬,公司治理主管,1991-12-27,2002-02-01,46603757,0,0,每季,董事會,勤業眾信聯合會計師事務所,薛峻泯,褚世蘭,www.azion.com.tw
6150,撼訊科技股份有限公司,撼訊,12,新北市汐止區新台五路一段79號7樓之7,張茂松,陳劍威,周忠信,總經理特助,1997-10-08,2002-03-11,48345985,0,0,每年,股東會,勤業眾信聯合會計師事務所,邱盟捷,張青霞,www.tul.com.tw
6151,晉倫科技股份有限公司,晉倫,14,桃園市大園區南港里11鄰長發路250號,鐘春重,陳原振,簡嘉毅,經理,1982-07-15,2002-02-25,55257300,0,0,每年,董事會,正風聯合會計師事務所,黃健瑋,賴家裕,www.ginar.com.tw
6154,順發電腦股份有限公司,順發,16,高雄市807三民區建國二路2號,吳錦昌,黃柏峰,楊佳芳,財務部經理,1995-12-21,2002-02-18,80080000,0,0,每年,股東會,安侯建業聯合會計師事務所,許振隆,陳永祥,http://www.sunfar.com.tw
6156,松上電子股份有限公司,松上,13,新北市土城區忠承路117號4樓,包仁志,陳添富,徐丸杏,財務長,1988-06-13,2002-02-19,107875010,16000000,0,每年,股東會,安永聯合會計師事務所,羅筱靖,陳國帥,www.song-shang.com.tw
6158,禾昌興業股份有限公司,禾昌,13,桃園市興華路9號,陳可宣,陳可宣,詹朝貴,財務長,1986-01-11,2002-02-19,54979288,0,0,每年,董事會,勤業眾信會計師事務所,劉建良,高逸欣,www.p-two.com
6160,欣技資訊股份有限公司,欣技,12,台北市大安區敦化南路二段333號12樓,廖宜彥,廖宜彥,張家榮,財會處資深經理,1988-10-12,2002-03-01,68489120,0,0,每年,股東會,勤業眾信聯合會計師事務所,尤盟貴,黃海悅,http://www.cipherlab.com.tw
6161,捷波資訊股份有限公司,捷波,12,新北市新店區北新路三段207號9樓,莊永順,林建宏,周倩竹,財務長,1986-08-04,2002-03-01,56237477,0,0,每年,股東會,資誠聯合會計師事務所,林柏全,胡智華,https://jetwayipc.com/
6163,華電聯網股份有限公司,華電網,15,新北市汐止區新台五路一段108號11樓B棟,陳國章,陳國章,黃英健,多媒整合服務處副總,1994-05-04,2002-03-19,142030234,0,0,每年,股東會,安侯建業聯合會計師事務所,黃欣婷,池世欽,www.hwacom.com
6167,久正光電股份有限公司,久正,2,台中市西屯區工業區六路八號,王世岳,王世岳,劉紹玲,財務部協理,1991-09-02,2002-03-26,162173221,0,0,每年,董事會,安侯建業聯合會計師事務所,王怡文,辛郁婷,www.powertip.com.tw
6169,昱泉國際股份有限公司,昱泉,35,臺中市西屯區台灣大道二段633號11樓之5,洪英超,洪英超,陳玉真,協理,1989-04-18,2002-03-22,23394960,4469110,0,每年,股東會,安永聯合會計師事務所,黃子評,黃靖雅,www.interserv.com.tw/tw/
